date,explanation,hdurl,media_type,service_version,title,url,copyright,local_filename
1995-07-20,"July 20, 1995    The Grand Canyon of Mars  Picture Credit: NASA,Viking Project,USGS  Explanation:  The Mariner Valley, also known as the Valles Marineris canyon system, appears in this mosaic of images from NASA's Viking spacecraft as a huge gouge across the red planet. This ""Grand Canyon"" of Mars is about 2500 miles long and up to 4 miles deep. By comparison, the Earth's Grand Canyon is less than 500 miles long and 1 mile deep.  For more information about Mars see Calvin J. Hamilton's Mars Page.  The exploration of Mars is chronicled by the Center For Mars Exploration.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/grandcanal.gif,image,v1,The Grand Canyon of Mars,https://apod.nasa.gov/apod/image/grandcanal.gif,,1995-07-20.gif
1995-07-21,"July 21, 1995    The Search for Life on Mars  Picture Credit: NASA,Viking Project,  Explanation:  Although images of Mars taken from space revealed the planet to have a barren and cratered surface, scientists did not give up the search for martian life. In 1976 NASA's Viking project succeeded in landing two robot probes on the surface of Mars. These landers were able to carry out sophisticated chemical experiments to look for signs of microscopic life in the martian soil. However, the experiments failed to produce any convincing evidence for life on Mars. Cameras onboard the Viking Landers also returned spectacular photos of the rocky martian landscape, like the one above, which showed no sign of martian animal or plant life.   For more information about the picture see The NSSDC Mars Photo Gallery. The exploration of Mars is chronicled by the Center For Mars Exploration.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/marslander.gif,image,v1,The Search for Life on Mars,https://apod.nasa.gov/apod/image/marslander.gif,,1995-07-21.gif
1995-07-22,"July 22, 1995    The Face on Mars  Picture Credit: NASA,Viking Project,  Explanation:  This image, showing what looks to be a human face sculpted on the martian surface, was produced using data from NASA's Viking 1 orbiter in 1976. Described in a press release as a ""face-like hill"" it caused some to offer the sensational speculation that it was an artificial construct built by an intelligent civilization on Mars! As a result, this image was splashed across the covers of many grocery store tabloids at the time. A detailed analysis of multiple images of this feature reveals a natural looking martian hill whose illusory face-like appearance depends on viewing angle and angle of illumination.  For more information about the picture see the NSSDC Photo Gallery of Mars. For a detailed discussion of the ""Face on Mars"" see Calvin J. Hamilton's Face on Mars page.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/marsface.gif,image,v1,The Face on Mars,https://apod.nasa.gov/apod/image/marsface.gif,,1995-07-22.gif
1995-07-23,"July 23, 1995    M20: The Trifid Nebula  Credit: Hopkins Observatory, Karen Gloria   Explanation:  The vivid blue and violet colors present in the Trifid Nebula result from the abundance of young stars there. The light from young massive stars is quite blue and has the ability to remove electrons from surrounding gas. When these electrons re-combine with the gas, radiation rich in blue and violet light is emitted. Some of the nebula's light also results from the reflection of star light off of extremely small carbon specks known as 'dust'.  This object is known to astronomers as M20 - the twentieth object on Charles Messier's list of diffuse sky objects.  This image was taken with a 6-inch refracting telescope.  For more information on M20 see The Electronic Universe Project's  write-up. Many images of Messier objects can be found in The Electronic Universe Project's The Galaxy Gallery: Messier Objects.",https://apod.nasa.gov/apod/image/m20_moo.gif,image,v1,M20: The Trifid Nebula,https://apod.nasa.gov/apod/image/m20_moo.gif,,1995-07-23.gif
1995-07-24,"July 24, 1995    M31: The Andromeda Galaxy  Credit: The Electronic Universe Project   Explanation:  Andromeda is the nearest major galaxy to our own Milky Way Galaxy. Our Galaxy is thought to look much like Andromeda. Together these two galaxies dominate the Local Group of galaxies. The diffuse light from Andromeda is caused by the hundreds of billions of stars that compose it. The several distinct stars that surround Andromeda's image  are actually stars in our Galaxy that are well in front of the background object. Andromeda is frequently referred to as M31 since it is the 31st object on Messier's list of diffuse sky objects. M31 is so distant it takes about 2 million years for light to reach us from there.  For more information on M31 see The Electronic Universe Project's  write-up. Many images of Messier objects can be found in The Electronic Universe Project's The Galaxy Gallery: Messier Objects.",https://apod.nasa.gov/apod/image/andromeda_moo.gif,image,v1,M31: The Andromeda Galaxy,https://apod.nasa.gov/apod/image/andromeda_moo.gif,,1995-07-24.gif
1995-07-25,"July 25, 1995    M1: The Crab Nebula  Credit: The Electronic Universe Project   Explanation:  In the year 1054 a star in the constellation of Taurus exploded in a spectacular supernova so bright it appeared to dominate the sky except for the Sun and Moon for many days.  It left behind one of the most brilliant nebulae, listed first in Charles Messier's list of nebulous sky objects. Today we know that the center of the nebula houses the remnant of the explosion: a spinning neutron star called a pulsar.  The Crab pulsar is visible in almost every part of the electromagnetic spectrum, and has been a useful astronomical tool. It is still unclear how the the pulsar emits the light that we see.   For more information on M1 see The Electronic Universe Project's  write-up. Many images of Messier objects can be found in The Electronic Universe Project's The Galaxy Gallery: Messier Objects.",https://apod.nasa.gov/apod/image/crab_moo.gif,image,v1,M1: The Crab Nebula,https://apod.nasa.gov/apod/image/crab_moo.gif,,1995-07-25.gif
1995-07-26,"July 26, 1995    M15: A Great Globular Cluster  Credit: The Electronic Universe Project   Explanation:  A globular cluster is a system of about one million stars that together orbit a galaxy. One of the brightest globular clusters in our Milky Way galaxy is the pictured M15, the fifteenth object on Messier's list of diffuse objects on our sky. Most stars in globular clusters are older and redder than our Sun, which is about 5 billion years old.  For more information on M15 see The Electronic Universe Project's  write-up. Many images of Messier objects can be found in The Electronic Universe Project's The Galaxy Gallery: Messier Objects.",https://apod.nasa.gov/apod/image/m15_moo.gif,image,v1,M15: A Great Globular Cluster,https://apod.nasa.gov/apod/image/m15_moo.gif,,1995-07-26.gif
1995-07-27,"July 27, 1995    M57: The Ring Nebula  Credit: The Electronic Universe Project, Nelson Caldwell  Explanation:  A star with mass similar to that of our Sun will throw off its outer gasses after fusion has stopped in its core. Possibly the most visually spectacular of these planetary nebula is the pictured Ring Nebula. The appearance as a ring is really an illusion of projection - the nebula is actually a spherical shell. At the center a blue dot is visible which is the old core of the star, known as a white dwarf. It is still not known exactly how the star throws off the gas that becomes the nebula.   For more information on the Ring Nebula see The Electronic Universe Project's  write-up. Many images of Messier objects can be found in The Electronic Universe Project's The Galaxy Gallery: Messier Objects.",https://apod.nasa.gov/apod/image/ring_moo.gif,image,v1,M57: The Ring Nebula,https://apod.nasa.gov/apod/image/ring_moo.gif,,1995-07-27.gif
1995-07-28,"July 28, 1995    M82: An Irregular Galaxy  Credit: The Electronic Universe Project  Explanation:  Not all galaxies have spiral structure like our Milky Way. Many have smooth elliptical shapes, but also many have irregular shapes such as the bright sky object M82, the 82nd object on Messier's list. The strange structure of this galaxy is thought to be caused by young stars ejecting gas in energetic bubbles, and by lanes of absorbing dust. For more information on M82 see The Electronic Universe Project's  write-up. Many images of Messier objects can be found in The Electronic Universe Project's The Galaxy Gallery: Messier Objects.",https://apod.nasa.gov/apod/image/m82_moo.gif,image,v1,M82: An Irregular Galaxy,https://apod.nasa.gov/apod/image/m82_moo.gif,,1995-07-28.gif
1995-07-29,"July 29, 1995    M27: The Dumbbell Nebula  Credit: The Electronic Universe Project, Karen Gloria  Explanation:  The Dumbbell Nebula is a beautiful red and blue planetary nebula in the constellation of Vulpecula. It is the 27th object on Charles Messier's list of diffuse sky objects, and so is referred to as M27.  Its high surface brightness makes it a good target for small telescopes. The term planetary nebula, used to describe this general class of objects, is misleading. Although these objects may appear round and planet-like in small telescopes, astronomers have determined them to be stars surrounded by cocoons of gas blown off in the late stages of evolution.   For more information on M27 see The Electronic Universe Project's  write-up. Many images of Messier objects can be found in The Electronic Universe Project's The Galaxy Gallery: Messier Objects.",https://apod.nasa.gov/apod/image/dumbbell_moo.gif,image,v1,M27: The Dumbbell Nebula,https://apod.nasa.gov/apod/image/dumbbell_moo.gif,,1995-07-29.gif
1995-07-30,"July 30, 1995    The Rings of Saturn  Credit: NASA, Jet Propulsion Laboratory, Voyager Project  Explanation:  Saturn's spectacular system of bright rings has been the subject of study and wonder since Galileo first turned his telescope on the ringed planet in 1610. To Galileo, the blurry image produced by his small telescope was confusing. Saturn appeared to him to have ""ear-like"" appendages which he thought might be large moons. Eventually, larger telescopes revealed the incredible truth - Saturn was surrounded by bright rings. The image above, made by NASA's Voyager 2 spacecraft, further reveals the intricate structure of the ring system. The image has been computer enhanced and color coded to bring out the subtle details. For more information about the picture see the NASA, JPL press release .",https://apod.nasa.gov/apod/image/satring1.gif,image,v1,The Rings of Saturn,https://apod.nasa.gov/apod/image/satring1.gif,,1995-07-30.gif
1995-07-31,"July 31, 1995    Exploring Saturn's Rings  Credit: NASA, Jet Propulsion Laboratory, Voyager Project  Explanation:  By watching a star flicker and fade as it passed behind Saturn's rings, NASA's Voyager 2 spacecraft was able explore the ring system in amazing detail. Data produced by Voyager's instruments as the star Delta Scorpii was occulted by some of the outer rings was used to reconstruct this image which shows details almost 1000 times smaller than normally possible with Voyager's cameras.  For more information about the picture see the NASA, JPL press release .",https://apod.nasa.gov/apod/image/satring2.gif,image,v1,Exploring Saturn's Rings,https://apod.nasa.gov/apod/image/satring2.gif,,1995-07-31.gif
1995-08-01,"August 1, 1995    Crossing The Ring Plane  Credit: NASA, Hubble Space Telescope  Explanation:  ""I do not know what to say in a case so surprising, so unlooked for and so novel."" announced Galileo when Saturn's rings appeared to vanish in 1612. In fact, every 15 years Saturn's rings seem to almost disappear as viewed from the Earth. This happens just as the orbiting Earth crosses the plane of Saturn's rings. The edge on perspective temporarily robs astronomers of a spectacular sight, however, the ring plane crossing affords them the opportunity to measure the rings' thickness and search for undiscovered moons. In this image of Saturn, produced on May 22, 1995 by NASA's Hubble Space Telescope, two of Saturn's known moons are visible as star like objects to the left of the planet.  For more information about the ring plane crossing see the Saturn Ring Plane Crossing web page .",https://apod.nasa.gov/apod/image/satring3.gif,image,v1,Crossing The Ring Plane,https://apod.nasa.gov/apod/image/satring3.gif,,1995-08-01.gif
1995-08-02,"August 2, 1995    Jupiter's Rings  Credit: NASA, Voyager Project  Explanation:  Astronomers using NASA's Voyager spacecraft to search for a ring system around Jupiter discovered these faint rings in 1979. Unlike Saturn's bright rings which are composed of chunks of rock and ice, Jupiter's rings appear to consist of fine particles of dust. One possibility is that the dust is produced by impacts with Jupiter's inner moons. This false color image has been computer enhanced. The gas giant planets, Jupiter, Saturn, Uranus, and Neptune are all known to have rings. For more information about planetary ring systems see the Planetary Rings Node.",https://apod.nasa.gov/apod/image/jupring1.gif,image,v1,Jupiter's Rings,https://apod.nasa.gov/apod/image/jupring1.gif,,1995-08-02.gif
1995-08-03,"August 3, 1995    Io: A Volcanic Moon  Credit: NASA, Voyager Project  Explanation:  In 1610, Galileo turned his telescope to the heavens and discovered that the planet Jupiter had four bright moons. The innermost of these Galilean moons, Io, turned out to be one of the most exotic objects in the solar system. About the size of the earth's moon, Io is covered with volcanoes, many of which are currently active. The material expelled in the volcanic eruptions may contain compounds of Sulfur which take on a variety of colors and could account for its mottled, ""pizza-like"" appearance. For a report of a recent eruption of an Io volcano, see the NASA Infrared Telescope Facility press release and photo .",https://apod.nasa.gov/apod/image/io1.gif,image,v1,Io: A Volcanic Moon,https://apod.nasa.gov/apod/image/io1.gif,,1995-08-03.gif
1995-08-04,"August 4, 1995    Closeup of an Io Volcano  Credit: NASA, Voyager Project, Copyright Calvin J. Hamilton  Explanation:  In 1979, one of NASA's Voyager spacecraft made a spectacular and unexpected discovery. Io, the innermost Galilean moon of Jupiter, was covered with volcanoes and some of them were erupting! In all, Voyager 1 observed nine volcanic eruptions during its encounter with the moon. When Voyager 2 flew past four months later it was able to confirm that at least six of them were still erupting. This Voyager image of Ra Patera, a large shield volcano, shows colorful flows up to about 200 miles long emanating from the dark central volcanic vent. For more information about volcanism on Io, see Calvin J. Hamilton's Io page",https://apod.nasa.gov/apod/image/iovol1.gif,image,v1,Closeup of an Io Volcano,https://apod.nasa.gov/apod/image/iovol1.gif,,1995-08-04.gif
1995-08-05,"August 5, 1995    Geysers on Triton  Credit: NASA, Voyager Project, Copyright Calvin J. Hamilton  Explanation:  In August of 1989 NASA's Voyager 2 spacecraft passed by Neptune, the most distant of the solar system's gas giant planets. Its encounter with Neptune climaxed with its closest approach to Neptune's largest moon Triton. From a distance of about 24,000 miles the robot space probe surveyed Triton's surface, whose temperature averages nearly -400 degrees Fahrenheit, and discovered surprising evidence of a complex and active world. For example, the prominent dark streaks in this image seem to come from small volcanoes and may consist of nitrogen frost mixed with organic compounds ejected during geyser-like eruptions.  For more information about Triton, see Calvin J. Hamilton's Triton page .",https://apod.nasa.gov/apod/image/tritongey1.gif,image,v1,Geysers on Triton,https://apod.nasa.gov/apod/image/tritongey1.gif,,1995-08-05.gif
1995-08-06,"August 6, 1995    Liftoff of Space Shuttle Columbia  Credit: NASA, Kennedy Space Center   Explanation:  On April 12, 1981, space flight entered a new era with the  first launch of  Space Shuttle Columbia, shown above. NASA's Space Shuttles land like a normal plane, carry a heavy cargo, carry a large crew,  make use of cheap solid fuel, and are reusable. Previous to this flight, no manned orbiting space ship had ever landed on a runway. Space Shuttles now are the flagships and the workhorses of  NASA's space going rockets.   For more information about NASA's Space Shuttle missions, see the  NASA Space Shuttle Launches page.",https://apod.nasa.gov/apod/image/columbia_sts1.gif,image,v1,Liftoff of Space Shuttle Columbia,https://apod.nasa.gov/apod/image/columbia_sts1.gif,,1995-08-06.gif
1995-08-07,"August 7, 1995    Night Launch of Endeavour  Credit: NASA, Kennedy Space Center Explanation:  Space Shuttle Endeavour thunders off into orbit in a rare night launch. This March 1995  mission is most famous for operating the set of astronomical telescopes known as  Astro-2. Astro-2's telescopes observed the universe in ultraviolet light - light so blue humans by themselves can't see it. Astro-2 measured the amount of ultraviolet light emitted by several interesting stars, galaxies, planets, and QSOs. Analysis of data from this NASA mission has yielded the first clear detection of helium created during the beginning of the universe.   For more information about NASA's Space Shuttle missions, see the  NASA Space Shuttle Launches page.",https://apod.nasa.gov/apod/image/endeavour.gif,image,v1,Night Launch of Endeavour,https://apod.nasa.gov/apod/image/endeavour.gif,,1995-08-07.gif
1995-08-08,"August 8, 1995    Columbia Waits, Discovery Launches  Credit: NASA, Kennedy Space Center Explanation:  Space Shuttle Discovery launches while the Space Shuttle Columbia is readied for a future mission. Space shuttles are launched from the Kennedy Space Center in Florida. At this date there are four operating space shuttles: Atlantis,  Columbia,  Discovery, and  Endeavour. This  mission is most famous for carrying the  Hubble Space Telescope into orbit. The Hubble Space Telescope is the largest public optical telescope ever to operate in orbit, and because it is above Earth's atmosphere it's photographs are more clear than any ground based telescope. Hubble continues to make fundamental discoveries about planets, stars, galaxies, comets, QSOs, and the universe we live in.",https://apod.nasa.gov/apod/image/discovery.gif,image,v1,"Columbia Waits, Discovery Launches",https://apod.nasa.gov/apod/image/discovery.gif,,1995-08-08.gif
1995-08-09,"August 9, 1995    Challenger Launches Spacelab 2  Credit: NASA, Kennedy Space Center Explanation:  Space Shuttle Challenger jumps off the launch pad  in 1985 to begin a successful mission. The main purpose of  this mission was to test a new space based laboratory named  Spacelab 2. Spacelab 2 takes advantage of the effectively weightless conditions in orbit  to carry out experiments in areas such as astronomy, physics, life science, materials science, and atmospheric physics. Challenger and her crew were lost in 1986 when a booster failure resulted in the breakup of the vehicle. Previously, Challenger and her crews flew nine successful Space Shuttle missions and made significant contributions to America's scientific growth.",https://apod.nasa.gov/apod/image/challenger.gif,image,v1,Challenger Launches Spacelab 2,https://apod.nasa.gov/apod/image/challenger.gif,,1995-08-09.gif
1995-08-10,"August 10, 1995    The Orbiting Hubble Space Telescope  Credit: NASA,  Space Telescope Scientific Institute Explanation:  The  Hubble Space Telescope (HST) is the largest orbiting public optical telescope in history. Its 2.4 meter diameter reflecting mirror and its perch above Earth's atmosphere allow it to create exceptionally sharp images.  Originally  launched in 1990, HST optics were repaired to their intended accuracy in 1993 by the first of several regular servicing missions. Astronomers using HST continue to make numerous monumental scientific discoveries, including new estimates of the age of our universe,  previously unknown galaxies,  evidence of massive black holes in the centers of galaxies,  previously unknown moons, and a better understanding of physical processes in our universe.",https://apod.nasa.gov/apod/image/hst.gif,image,v1,The Orbiting Hubble Space Telescope,https://apod.nasa.gov/apod/image/hst.gif,,1995-08-10.gif
1995-08-11,"August 11, 1995    The Compton Gamma Ray Observatory  Credit: NASA,  Compton Gamma Ray Observatory Science Support Center Explanation:  The  Compton Gamma Ray Observatory (CGRO) was the most massive instrument ever  launched by a NASA Space Shuttle and continues to revolutionize gamma-ray astronomy. This orbiting observatory sees the sky in gamma-ray photons - light so blue humans can't see it. These photons are blocked by the Earth's atmosphere from reaching the Earth's surface.  Results from CGRO have shown the entire universe to be a violent and rapidly changing place - when viewed in gamma-rays. Astronomers using CGRO data continue to make monumental discoveries, including  showing that mysterious flashes of gamma-rays are much more powerful than previously imagined,  discovery of a whole new class of QSO, and  discovery of objects so strange that astronomers can't yet figure out what they are.",https://apod.nasa.gov/apod/image/gro.gif,image,v1,The Compton Gamma Ray Observatory,https://apod.nasa.gov/apod/image/gro.gif,,1995-08-11.gif
1995-08-12,"August 12, 1995    Atlantis Landing  Credit: NASA, Kennedy Space Center Explanation:  Space Shuttle Atlantis  lands at Edwards Air Force Base in California. The Space Shuttle is the first orbital space vehicle to land on a runway like an airplane.  Space Shuttles sometimes have the option of landing in White Sands, New Mexico or at the  Shuttle Landing Facility at the Kennedy Space Center in Florida. The runways the shuttles land on are among the longest in the world. Shuttles that do not land in Florida must generally be strapped to the back of a 747 airplane and flown back.",https://apod.nasa.gov/apod/image/atlantis_land.gif,image,v1,Atlantis Landing,https://apod.nasa.gov/apod/image/atlantis_land.gif,,1995-08-12.gif
1995-08-13,"August 13, 1995    The Sun Erupts  Credit: NASA, Skylab Explanation:  The sun was captured in 1973 throwing one of the largest eruptive prominences ever recorded.  Sol, our sun, is a normal star. It formed about 5 billion years ago, and will last about another 5 billion years.  The sun will never explode, and a solar flare will never destroy the earth. Eventually the sun will become a white dwarf star.  The sun is made of mostly hydrogen and helium.  The sun's center is so hot that when hydrogen nuclei collide, they stick together and release energy - a process called nuclear fusion No one knows why the center of the sun emits so few neutrinos.",https://apod.nasa.gov/apod/image/sun_skylab.gif,image,v1,The Sun Erupts,https://apod.nasa.gov/apod/image/sun_skylab.gif,,1995-08-13.gif
1995-08-14,"August 14, 1995    Mercury: Closest Planet to the Sun  Credit: NASA, Mariner 10  Explanation:  This picture was compiled from images taken by the NASA spacecraft Mariner 10 which flew by the planet three times in 1974.  Mercury is the closest planet to the Sun, the second hottest planet (Venus gets hotter), and the second smallest planet (Pluto is smaller).  Mercury rotates so slowly that one day there - ""day"" meaning the normal time it takes from sunset to sunset - lasts 176 days on Earth. It is difficult to see  Mercury not because it is dim but because it always appears near the Sun, and is therefore only visible for a short time just after sunset or just before sunrise. Mercury is made of rocky material like Earth. No one knows why Mercury has the magnetic field that it does.",https://apod.nasa.gov/apod/image/merc_marin10.gif,image,v1,Mercury: Closest Planet to the Sun,https://apod.nasa.gov/apod/image/merc_marin10.gif,,1995-08-14.gif
1995-08-15,"August 15, 1995    Venus: Earth's Sister Planet  Credit: NASA, Galileo, Copyright Calvin J. Hamilton  Explanation:  This picture in visible light was taken by the  Galileo spacecraft.  Venus is very similar to  Earth in size and mass - and so is sometimes referred to as Earth's sister planet - but Venus has a quite different climate.  Venus' thick clouds and closeness to the  Sun (only  Mercury is closer) make it the hottest planet - much hotter than the Earth. Humans could not survive there, and no life of any sort has ever been found. When  Venus is visible it is usually the brightest object in the sky after the Sun and the Moon. More than 20 spacecraft have visited Venus including Venera 9, which landed on the surface, and  Magellan, which used radar to peer through the clouds and make a map of the surface. There are still many things about Venus's unusual atmosphere that astronomers don't understand.",https://apod.nasa.gov/apod/image/venus_galileo.gif,image,v1,Venus: Earth's Sister Planet,https://apod.nasa.gov/apod/image/venus_galileo.gif,,1995-08-15.gif
1995-08-16,"August 16, 1995    Uranus: The Tilted Planet  Credit: NASA, Voyager 2  Explanation:  This picture was snapped by the  Voyager 2 spacecraft in 1986 - the only spacecraft ever to visit Uranus.  Uranus is the third largest planet after Jupiter and Saturn.  Uranus has many moons and a ring system.  Uranus is composed mostly of liquid water, methane and ammonia, surrounded by a thick gas atmosphere of mostly hydrogen and helium. Uranus is peculiar in that its rotation axis is greatly tilted and sometimes points near the sun. It remains an astronomical mystery why Uranus' axis is so tilted. Uranus and Neptune are very similar.",https://apod.nasa.gov/apod/image/uranus_vg2.gif,image,v1,Uranus: The Tilted Planet,https://apod.nasa.gov/apod/image/uranus_vg2.gif,,1995-08-16.gif
1995-08-17,"August 17, 1995    Neptune: Big Blue Giant  Credit: NASA, Voyager 2, Copyright Calvin J. Hamilton  Explanation:  This picture was taken by the  Voyager 2 spacecraft in 1986 - the only spacecraft ever to visit Neptune.  Neptune will be the farthest planet from the Sun until 1999, when the elliptical orbit of Pluto will cause it to once again resume this status.  Neptune, like Uranus, is composed mostly of liquid water, methane and ammonia, is surrounded by a thick gas atmosphere of mostly hydrogen and helium, and has many moons and rings.  Neptune's moon Triton is unlike any other and has active volcanoes. The nature of  Triton's unusual orbit around Neptune is the focus of much discussion and speculation.",https://apod.nasa.gov/apod/image/neptune_vg2.gif,image,v1,Neptune: Big Blue Giant,https://apod.nasa.gov/apod/image/neptune_vg2.gif,,1995-08-17.gif
1995-08-18,"August 18, 1995    Pluto: The Frozen Planet  Credit: NASA, Hubble Space Telescope, R. Albrecht (ESA/ESO)  Explanation:  The Hubble Space Telescope imaged Pluto and its moon Charon in 1994.  Pluto is usually the most distant planet from the Sun but because of its elliptic orbit Pluto crossed inside of Neptune's orbit in 1979 and will cross back out again in 1999. Compared to the other planets, very little is known about Pluto.  Pluto is smaller than any other planet and even smaller than several other planet's moons. From Pluto, the Sun is just a tiny point of light.  Pluto is probably composed of frozen rock and ice, much like Neptune's moon Triton. Pluto has not yet been visited by a spacecraft, but a mission is being planned for the next decade.",https://apod.nasa.gov/apod/image/pluto_hst.gif,image,v1,Pluto: The Frozen Planet,https://apod.nasa.gov/apod/image/pluto_hst.gif,,1995-08-18.gif
1995-08-19,"August 19, 1995    Our Solar System from Voyager  Credit: NASA, Voyager 1,  Explanation:  After taking its spectacular pictures of the outer solar system planets,  Voyager 1  looked back at six planets from the inner solar system. Here Venus, Earth, Jupiter, Saturn, Uranus, and Neptune, were all visible across the sky. Each, however, was now just a small speck of light, dimmer than many of the stars in the sky. Voyager 1 is only one of four human-made objects to leave our Solar System, the other three being  Voyager 2, and  Pioneer 10 and 11.",https://apod.nasa.gov/apod/image/solsys_vg1.gif,image,v1,Our Solar System from Voyager,https://apod.nasa.gov/apod/image/solsys_vg1.gif,,1995-08-19.gif
1995-08-20,"August 20, 1995    Announcing Comet Hale-Bopp  Credit: Erich Meyer and Herbert Raab, Austria  Explanation:  The pictured fuzzy patch  may become one of the most spectacular comets this century. Although it is very hard to predict how bright a comet will become, Comet Hale-Bopp, named for its discoverers, was spotted farther from the Sun than any previous comet - a good sign that it could become very bright, easily visible to the naked eye. This picture was taken on July 25th 1995, only two days after its discovery. A comet bright enough to see without a telescope occurs only about once a decade. The large coma and long tail of bright comets are so unusual and impressive that they have been considered omens of change by many cultures. A comet does not streak by in few seconds - but it may change its position and structure noticeably from night to night.",https://apod.nasa.gov/apod/image/comet_hb1.gif,image,v1,Announcing Comet Hale-Bopp,https://apod.nasa.gov/apod/image/comet_hb1.gif,,1995-08-20.gif
1995-08-21,"August 21, 1995    An Orbiting Iceberg  Credit:  European Space Agency, Giotto Camera Team.  Explanation: A comet nucleus, formed from the primordial stuff of the solar system, resembles a very dirty iceberg. Orbiting far from our Sun, it can remain frozen, preserved for billions of years. Occasionally, a chance gravitational encounter will alter this distant orbit and send the nucleus plummeting towards the inner solar system. In 1986, the European spacecraft Giotto visited the nucleus of Halley's comet as it approached the sun. Data from Giotto's cameras were used to produce this enhanced image which shows surface features on the dark nucleus against the bright background of clouds of gasses produced as the icy material was vaporized by the Sun's heat. The potato shaped nucleus measures about 10 miles across.",https://apod.nasa.gov/apod/image/comet_halleynuc1.gif,image,v1,An Orbiting Iceberg,https://apod.nasa.gov/apod/image/comet_halleynuc1.gif,,1995-08-21.gif
1995-08-22,"August 22, 1995    Venus UnVeiled  Credit: NASA, Magellan Project  Explanation:  The surface of Venus is perpetually covered by a veil of thick clouds and remains hidden from even the powerful telescopic eyes of earth-based astronomers. However, using an imaging radar technique, the Magellan spacecraft was able to lift the veil from the Face of Venus and produce spectacular high resolution images of the planet's surface. The bright area running across the middle of this picture represents the largest highland region of Venus known as Aphrodite Terra. The large highland regions are analogous to continents on Earth. Scientists are particularly interested in exploring the geology of Venus because of its similarity to Earth. For more information about Venus and this image see the Overview of Venus.",https://apod.nasa.gov/apod/image/magellan_venus1.gif,image,v1,Venus UnVeiled,https://apod.nasa.gov/apod/image/magellan_venus1.gif,,1995-08-22.gif
1995-08-23,"August 23, 1995    A Venusian Tick  Credit: NASA, Magellan Project  Explanation:  Data from the Magellan spacecraft has shown the Face of Venus to contain a host of volcanic features. This image shows an example of a fairly common type of venusian volcanic feature. Known as a ""tick"" it represents a volcano about 20 miles wide at the summit with ridges and valleys radiating down its sides lending it an insect like appearance. Scientists are particularly interested in exploring the geology of Venus. Because of its similarity with the Earth in size, density, and overall location in the solar system, Venus may offer key insights into the workings of our own planet. Do the familiar processes of volcanism and plate tectonics occur on our sister planet as well as our own? The detailed radar mapping of the planet performed by the Magellan probe has gone a long way toward answering this question.",https://apod.nasa.gov/apod/image/venus_tick.gif,image,v1,A Venusian Tick,https://apod.nasa.gov/apod/image/venus_tick.gif,,1995-08-23.gif
1995-08-24,"August 24, 1995    A Radar Image of Planet Earth  Credit: NASA, JPL Imaging Radar Program  Explanation:  This image of Mt. Rainier, Washington USA, planet Earth, was produced by the Spaceborne Radar Laboratory which flew on the Space Shuttle Endeavour in 1994. Radar, short for RAdio Detection And Ranging, is a technique which coordinates the operation of a radio transmitter and receiver to measure the direction, strength, and timing of radio echos from the surface of distant objects. An actual image of an object can be constructed by recording and analyzing many echos. One advantage of using radar imaging in planetary studies is that images can be made regardless of cloud cover or lighting conditions. During the early 90s, NASA's Magellan spacecraft was able to use radar imaging to produce similar high resolution maps of the surface of Venus. For more information about the picture click here.",https://apod.nasa.gov/apod/image/rainier.gif,image,v1,A Radar Image of Planet Earth,https://apod.nasa.gov/apod/image/rainier.gif,,1995-08-24.gif
1995-08-25,"August 25, 1995    A World Explorer  Credit: NASA, JPL Magellan Project  Explanation:  Ferdinand Magellan was a world explorer. Many consider him the greatest navigator of Europe's 16th century age of sea going exploration and credit his expedition with the first circumnavigation of planet Earth. NASA's Venus probe, the aptly named Magellan spacecraft shown above in an artist's conception, provided a global view of the poorly known surface of Venus - just as Magellan's expedition provided the beginnings of a global perspective of the Earth. Ferdinand Magellan's expedition of 5 ships and 265 men left Spain in 1519 in search of a western route to the Spice Islands of Indonesia. In 1522 one ship and 17 men returned. NASA launched the Magellan probe on May 4, 1989. Placed in a polar orbit, Magellan's many circumnavigations resulted in a detailed radar mapping of 98% of the Venusian surface. As pictured, the radar mapper's antenna resembles a large inverted bowl. Power for the radar was produced by the wing like solar panels. In October of 1994, the Magellan probe entered the Venusian atmosphere and ground controllers lost contact with the spacecraft.",https://apod.nasa.gov/apod/image/magellan_sc.gif,image,v1,A World Explorer,https://apod.nasa.gov/apod/image/magellan_sc.gif,,1995-08-25.gif
